id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_gender;side_a_age;side_b;side_b_identity;side_b_gender;side_b_age;additional_actors;cr_clarity;sources;sources_original;date_start;date_end;date_precision;time;where;neighbourhood/area;admin_area;latitude;longitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown
BEN13072301_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Police;Government;unknown;unknown;no;2: medium;"All Africa- 26 July: ""Eastern Libya faces wave of insecurity."" // ANSA English - 26 July 2013: ""Libya: three wounded in Benghazi police station bombing.""";Security official;2013-07-23;2013-07-23;1;Early morning;Birkah police station;;;32,064616;20,103531;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;NA;3;0;0;0;3
BEN13072601_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"Human Rights Watch - 8 August 2013: ""Libya: Wave of Political Assassinations Lack of Accountability Risks Escalating Violence."" // AFP: ""Prominent Libyan activist assassinated: security.""";HRW;2013-07-26;2013-07-26;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13072602_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"Human Rights Watch - 8 August 2013: ""Libya: Wave of Political Assassinations Lack of Accountability Risks Escalating Violence."" // AFP: ""Prominent Libyan activist assassinated: security.""";HRW;2013-07-26;2013-07-26;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13072603_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Political activist;Opposition;male;unknown;no;2: medium;"AFP: ""Prominent Libyan activist assassinated: security."" // Human Rights Watch - 26 July 2013: ""Libya: Investigate Killing of Political Activist; Wave of Assassinations in Benghazi""";Police spokesperson;2013-07-26;2013-07-26;1;13:30;Near Albirka’s Abu Ghoula mosque;;;32,071224;20,119146;3: neighbourhood ;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13072801_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;civilian;civilians;unknown;unknown;no;2: medium;"Aljazeera - 29 July 2013: ""Clashes erupt in Benghazi after blasts."" // AFP - 31 July 2013: ""Bomb wounds former policeman in Libya's Benghazi.""";News;2013-07-28;2013-07-28;1;unknown;Outside courthouse;;;32,101175;20,091441;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;NA;13;0;0;0;13
BEN13072901_00;Benghazi;Libya;620;clash;NA;firearms;militia;militia;unknown;unknown;Military special forces;Government;unknown;unknown;no;1: high;"Aljazeera - 29 July 2013: ""Clashes erupt in Benghazi after blasts.""";Security official;2013-07-29;2013-07-29;1;unknown;western Gwesha district;;;32,034385;20,056738;3: neighbourhood ;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13072902_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Military;Government;unknown;unknown;no;2: medium;"Xinhua - 30 July 2013: ""News analysis: Bolstering security top priority for Libyan interim gov't."" // BBC Monitoring Newsfile - 29 July 2013: ""One person seriously wounded in army vehicle explosion in Libya's Benghazi.""";Security source;2013-07-29;2013-07-29;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;0;0;0;0;0;0;NA;1;0;0;0;1
BEN13073001_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"Human Rights Watch - 8 August 2013: ""Libya: Wave of Political Assassinations Lack of Accountability Risks Escalating Violence."" // AFP - 31 July 2013: ""Bomb wounds former policeman in Libya's Benghazi.""";Security source;2013-07-30;2013-07-30;1;unknown;A central district of Benghazi, targeted victim's home;;;32,103111;20,080045;4: sub-city admin area;0;1;0;0;1;1;1;1 male;1;0;0;1;0
BEN13080101_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 1 August 2013: ""Libya army colonel shot dead: security official.""";Security official;2013-08-01;2013-08-01;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;0;0;0;0;0;0;NA;1;0;1;0;0
BEN13080201_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Police;Government;unknown;unknown;no;2: medium;"Reuters - 2 August 2013: ""Five wounded in blast at Benghazi police station."" // AFP - 2 August 2013: ""Blast at police station in Libya's Benghazi wounds five.""";Security official;2013-08-02;2013-08-02;1;unknown;Ras Ubeid police station Sidi Hussein [Hassan] neighbourhood;;;32,111196;20,074155;3: neighbourhood ;0;0;0;0;0;0;0;NA;5;0;0;0;5
BEN13080301_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"Dow Jones - 3 August 2013: ""Senior Libyan Policeman Wounded by Car Bomb."" // AFP - 3 August 2013: ""Senior Libya policeman wounded by car bomb.""";Security official;2013-08-03;2013-08-03;1;night;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13080401_00;Benghazi;Libya;620;attack;NA;firearms;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"BBC Monitoring Middle East - 5 August 2013: ""Benghazi, 5 August The former chief of staff of the Libyan army, Maj-Gen Salim al-Qinaydi, was
struck with gunfire in one of his legs following an attack yesterday by armed groups that fired a hail
of bullets at the vehicle he was travelling in after leaving the staff headquarters in Tripoli and was
heading towards the city of Al-Zawiya.

TD

The commander of the media centre at the general staff offices in Benghazi, Col Ahmad Dramish,
said that Gen Al-Qinaydi was now enjoying good health after receiving initial ambulance treatment and the necessary treatment for the injury that he sustained.""";Security source;2013-08-04;2013-08-04;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;0;0;0;0;0;0;NA;1;0;1;0;0
BEN13080901_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Journalist;Media;male;unknown;no;2: medium;"The Guardian - 14 August 2013: ""Libyan journalist shot as militants target media in Benghazi.""";News;2013-08-09;2013-08-09;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13081301_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 13 August 2013: ""Libya army colonel escapes 'assassination bid'""";Security official;2013-08-13;2013-08-04;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;0;0;0;0;0;0;NA;1;0;1;0;0
BEN13081901_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Former Judge;Government;male;79;no;2: medium;"Morocco World News - 19 August 2013: ""Ex-judge gunned down in Libya's Benghazi."" // News24 - 19 August 2013: ""Ex-judge gunned down in Benghazi.""";Security official;2013-08-19;2013-08-19;1;morning;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13082201_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;armed group;militia;unknown;unknown;no;2: medium;"AP - 23 August 2013: ""Gunmen in Libya kill senior criminal investigator in latest of a string of targeted killings.""";Security official;2013-08-22;2013-08-22;1;unknown;Abu Surra suburb;;Western Benghazi;32,091829;20,065697;3: neighbourhood ;0;0;0;1;1;1;1;unknown;2;0;0;0;2
BEN13082301_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Police;Government;male;unknown;no;2: medium;"AFP - 23 August 2013: ""Libyan army colonel gunned down in Benghazi: security."" // AP - 23 August 2013: ""Gunmen in Libya kill senior criminal investigator in latest of a string of targeted killings.""";Security official;2013-08-23;2013-08-23;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13082901_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 29 August 2013: ""Libyan prosecutor probing Kadhafi-era officials killed: security."" // The Majallah - 5 September 2013: ""Too Little, Too Late?"" // ANSA (Agenzia Nazionale Stampa Associata) - 29 August 2013: ""Libya: military prosecutor killed by car bomb in Benghazi.""";Security official;2013-08-29;2013-08-29;1;unknown;Lity [Leithi] neighborhood;;;32,092619;20,132814;3: neighbourhood ;0;1;1;0;2;2;1;2 male;0;0;0;0;0
BEN13091001_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Police;Government;male;unknown;no;2: medium;"Reuters - 10 September 2013: ""Blast in Libya's Benghazi kills police colonel.""";Security official;2013-09-10;2013-09-10;1;unknown;Assalam [Hai Assalam] neighbourhood;;;32,147755;20,120686;3: neighbourhood ;0;1;0;0;1;1;1;1 male;1;0;1;0;0
BEN13091101_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Foreign Ministry;Government;unknown;unknown;no;2: medium;"FARS News Agency - 11 September 2013: ""Libya: Blast Hits Foreign Ministry in Benghazi."" // Sky News - 11 September 2013: ""Libya: Car Bomb Blast Shakes Benghazi."" // BBC Monitoring Middle East - 11 September 2013: ""Libyan premier addresses media after Benghazi blast.""";Minister;2013-09-11;2013-09-11;1;06:00;Ministry of Foreign Affairs, near the central bank building;23rd July Road;;32,115055;20,060109;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;NA;2;0;2;0;0
BEN13091401_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;civilian;unknown;male;unknown;no;3: low;"BBC Monitoring Middle East - 16 September 2013: ""Army patrol vehicle, lawyer's car explode in Libya's Benghazi.""";TV report;2013-09-14;2013-09-14;1;unknown;Airport Road;;;32,098591;20,193992;4: sub-city admin area;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13091601_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Security forces;Government;male;unknown;no;2: medium;"BBC Monitoring Middle East - 17 September 2013: """"Unknown assailants"" kill Libyan security official in attack on military vehicle."" // ";News;2013-09-16;2013-09-16;1;evening;Al-Quwarshah [Al Qawarishah] neighbourhood;;;32,03212;20,0619;3: neighbourhood ;0;1;0;0;1;1;1;1 male;1;0;0;1;0
BEN13091602_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;militia;First Infantry Brigade;male;unknown;no;2: medium;"BBC Monitoring Middle East - 16 September 2013: ""Army patrol vehicle, lawyer's car explode in Libya's Benghazi.""";TV report;2013-09-16;2013-09-16;1;11:30;near the al-jara roundabout;;;32,118852;20,088755;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;NA;1;0;1;0;0
BEN13091701_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Police;Government;male;unknown;no;2: medium;"AP - 17 September 2013: ""Car bomb kills head of Libya's criminal investigations unit in east in latest attack on police."" // AFP - 17 September 2013: ""Bomber kills policeman in Libya's Benghazi.""";Hospital;2013-09-17;2013-07-17;1;afternoon;el-Selmani neighborhood;;;32,118196;20,08964;3: neighbourhood ;0;1;0;0;1;1;1;1 male;1;0;0;1;0
BEN13092901_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 29 September 2013: ""Three army, police officers killed in Libya's Benghazi."" // AP - 29 September 2013: ""3 Libyan army officers assassinated in Benghazi."" // All Africa - 21 October 2013: ""Terrorists hijack Libyan revolution.""";Security official;29-sep-13;29-sep-13;1;noon;Ardh al-Sharif, near Zamzam market;;;32,121817;20,126075;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13092902_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Police;Government;male;unknown;no;2: medium;"AFP - 29 September 2013: ""Three army, police officers killed in Libya's Benghazi."" // AP - 29 September 2013: ""3 Libyan army officers assassinated in Benghazi."" // All Africa - 21 October 2013: ""Terrorists hijack Libyan revolution.""";Security official;2013-09-29;2013-09-29;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13092903_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Police;Government;male;unknown;no;2: medium;"AFP - 29 September 2013: ""Three army, police officers killed in Libya's Benghazi."" // AP - 29 September 2013: ""3 Libyan army officers assassinated in Benghazi."" // All Africa - 21 October 2013: ""Terrorists hijack Libyan revolution.""";Security official;2013-09-29;2013-09-29;1;unknown;Al-Laithi district;;;32,092619;20,132814;3: neighbourhood ;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13100201_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"Reuters - 2 October 2013: ""Gunmen kill Libyan colonel in Benghazi."" // All Africa - 21 October 2013: ""Terrorists hijack Libyan revolution.""";Security official;2013-10-02;2013-10-02;1;unknown;al-Fuwaihat area, next to al-Arab Medical University;;;32,07781;20,103251;3: neighbourhood ;0;1;0;0;1;1;1;1 male;1;0;0;1;0
BEN13101101_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;civilian;religious leader;male;unknown;no;3: low;"Xinhua - 15 October 2013: ""Son of Libya's army officer killed in Benghazi."" ";News;2013-10-11;2013-10-11;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13101401_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"Xinhua - 15 October 2013: ""Son of Libya's army officer killed in Benghazi."" ";Security official;2013-10-14;2013-10-14;1;evening;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13101501_00;Benghazi;Libya;620;attack;NA;Unknown;unknown;unknown;unknown;unknown;Military official;Government;unknown;unknown;no;3: low;"All Africa - 21 October 2013: ""Terrorists Hijack Libyan Revolution.""";News;2013-10-15;2013-10-15;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;2;0;0;2;2;2;unknown;0;0;0;0;0
BEN13101801_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Military Police;Government;male;unknown;no;2: medium;"AP- 18 October 2013: ""Libyan security official says gunmen have killed head of military police in Benghazi."" // BBC - 18 October 2012: ""Benghazi gunmen kill Libya commander Ahmed al-Barghathi."" // Al Arabiya - 18 October 2013: ""Libya’s military police chief killed in Benghazi.""";Security official;2013-10-18;2013-10-18;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13102401_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 24 October 2013: ""Air force officer shot dead in Libya's Benghazi.""";Security spokesperson;2013-10-24;2013-10-24;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13102801_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Civilian;civilians;male;unknown;no;3: low;"All Africa - 4 November 2013: ""Terrorism Escalates in Libya As Election Approaches.""";News;2013-10-28;2013-10-28;1;unknown;Mashrua al-Safsafa;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13102802_00;Benghazi;Libya;620;attack;NA;firearms;unknown;unknown;unknown;unknown;Protesters;civilians;unknown;unknown;no;2: medium;"Xinhua - 29 October 2013: ""Two men killed in attack on police officer in Benghazi."" // All Africa - 4 November 2013: ""Terrorism Escalates in Libya As Election Approaches.""";News;2013-10-28;2013-10-28;1;unknown;outside the Tibesti Hotel;;;32,110206;20,068086;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;2;2;2;2;unknown;5;0;0;0;5
BEN13102901_00;Benghazi;Libya;620;attack;NA;firearms;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"All Africa - 4 November 2013: ""Terrorism Escalates in Libya As Election Approaches.""";News;2013-10-29;2013-10-29;1;08:00;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;0;0;0;0;0;0;NA;1;0;1;0;0
BEN13102902_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Military;Government;male;unknown;no;2: medium;"All Africa - 4 November 2013: ""Terrorism Escalates in Libya As Election Approaches.""";News;2013-10-29;2013-10-29;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13110201_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;3: low;"Cape Argus - 4 November 2013: ""Hidden mine kills soldier.""";Security source;2013-11-02;2013-11-02;1;evening;near a checkpoint in Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;1;0;1;0;0
BEN13110301_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 3 November 2012: ""Libya army officer killed in Benghazi blast."" // CNN - 4 November 2013: ""Libyan lawmakers, top officials discuss Benghazi violence.""";Security spokesperson;2013-11-03;2013-11-03;1;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;1;0;2;2;1;2 male;2;0;0;2;0
BEN13110601_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;44;no;2: medium;"AFP - 6 November 2013: ""Car bombing kills Libyan army officer: medic."" // Xinhua - 6 November 2013: ""Libyan intelligence officer survives assassination attempt in Benghazi.""";military spokesperson;2013-11-06;2013-11-06;1;unknown;Birkha district;;;32,074164;20,115708;3: neighbourhood ;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13110801_00;Benghazi;Libya;620;attack;NA;firearms;unknown;unknown;unknown;unknown;Military police;Government;male;unknown;no;2: medium;"Al Arab - 9 November 2013: ""Attacks in eastern Libya kill prosecutor, 3 members security forces.""";Hospital;2013-11-08;2013-11-08;1;night;An army checkpoint in Benghazi;;;32,107663;20,099349;5: city-level precision only;0;2;0;0;2;2;2;2 male;0;0;0;0;0
BEN13110901_00;Benghazi;Libya;620;attack;NA;firearms;unknown;unknown;unknown;unknown;Police;unknown;male;unknown;no;2: medium;"Reuters - 9 November 2013: ""Two policemen killed in Libya's Benghazi after army vows to restore order."" ";Security source;2013-11-09;2013-11-09;1;evening;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;2;0;0;2;2;2;2 male;0;0;0;0;0
BEN13111401_00;Benghazi;Libya;620;assassination/murder;NA;Explosives;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 14 November 2013: ""Attacks in Libya's Benghazi kill three."" // AP - 14 November 2013: ""Libyan cleric, ex-police officer killed, part of a wave of targeted attacks in eastern city.""";Security official;2013-11-14;2013-11-14;1;morning;Benina area;;;32,085915;20,257234;4: sub-city admin area;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13111402_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Police;Government;male;unknown;no;2: medium;"AFP - 14 November 2013: ""Attacks in Libya's Benghazi kill three."" // AP - 14 November 2013: ""Libyan cleric, ex-police officer killed, part of a wave of targeted attacks in eastern city.""";Security official;2013-11-14;2013-11-14;1;unknown;Al-Laithi district;;;32,092619;20,132814;3: neighbourhood ;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13111403_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;unknown;unknown;Military official;Government;male ;unknown;no;2: medium;"AFP - 14 November 2013: ""Attacks in Libya's Benghazi kill three.""";Security official;2013-11-14;2013-11-14;1;evening;a checkpoint in Benghazi (Hayy al Hadaeq);;;32,090664;20,105537;3: neighbourhood ;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13111801_00;Benghazi;Libya;620;attack;NA;firearms;unknown;unknown;unknown;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 18 November 2013: ""Military chief in Libya's Benghazi escapes assassination."" // BBC Monitoring Middle East - 18 November 2013: ""Libya regional official escapes assassination."" // Aljazeera - 18 November 2013: ""Libya regional official escapes assassination.""";Security official;2013-11-18;2013-11-18;1;unknown;Al-Hadeq area;;;32,087813;20,104683;3: neighbourhood ;0;1;0;0;1;1;1;1 male;1;0;1;0;0
BEN13112001_00;Benghazi;Libya;620;attack;NA;Explosives;unknown;unknown;unknown;unknown;Police;Government;male;unknown;no;3: low;"BBC Monitoring Middle East - 21 November 2013: ""TV reports heavy deployment in Libya's Benghazi after spate of violence.""";News;2013-11-20;2013-11-20;0;unknown;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;0;0;0;0;0;0;NA;1;0;0;1;0
BEN13112501_00;Benghazi;Libya;620;clash;66379;firearms;Ansar al-Shariah;Islamist militant/ ex-rebel;unknown;unknown;Military;Government;unknown;unknown;yes;1: high;"Reuters - 25 November 2013: ""Libyan army clashes with Islamist militants, 9 killed."" // AFP - 25 November 2013: ""9 killed, 49 wounded in Benghazi clashes: minister."" // The New York Times - 25 November 2013: ""Militia in Benghazi Flees After Deadly Gun Battle.""";Minister, government statement;2013-11-25;2013-11-25;1;night;Ras Obeida [Ras Abaydah] area, Benghazi;;;32,111196;20,074155;3: neighbourhood ;0;7;0;2;9;9;7;unknown;49;0;0;0;49
BEN13112801_00;Benghazi;Libya;620;clash;66386;firearms;Ansar al-Shariah;Islamist militant/ ex-rebel;unknown;unknown;Military;Government;unknown;unknown;no;1: high;"Xinhua - 28 November 2013: ""3 soldiers killed in eastern Libya."" // AFP - 28 November 2013: ""Soldier killed as army again under fire in east Libya."" // Cape Argus - 28 November 2013: ""Soldiers killed in Benghazi."" //  Al Arabiya - 28 November 2013: ""Libya: three soldiers killed in Benghazi.""";Security official;2013-11-28;2013-11-28;1;unknown;Sidi Khalifa;;;32,239363;20,186458;3: neighbourhood ;0;3;0;0;3;3;3;3 male;4;0;0;0;4
BEN13112802_00;Benghazi;Libya;620;attack;66385;firearms;unknown;unknown;unknown;unknown;Military official;Government;unknown;unknown;no;2: medium;"AFP - 28 November 2013: ""Three Libyan soldiers killed in Benghazi clash: medic.""";witnesses;2013-11-28;2013-11-28;1;day;outside a cafe;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
BEN13112803_00;Benghazi;Libya;620;attack;NA;firearms;unknown;unknown;unknown;unknown;Military;Government;unknown;unknown;no;2: medium;"Platts Commodity News (citing AFP) - 29 November: ""Three Libyan soldiers wounded in new Benghazi attack.""";Security official;2013-11-28;2013-11-28;1;unknown;Syria Avenue in Benghazi;;;32,12699;20,118311;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;NA;3;0;3;0;0
BEN12081001_00;Benghazi;Libya;620;assassination/murder;NA;firearms;unknown;unknown;male;unknown;Military official;Government;male;unknown;no;2: medium;"AFP - 10 August 2012: ""Gunmen murder Libyan general."" // Reuters - 10 August 2012: ""Libyan general shot dead by gunmen in Benghazi."" // The Telegraph - 11 August 2012: ""Libyan general shot dead in Benghazi; A Libyan army general has been killed in a drive-by shooting in the eastern city of Benghazi.""";Security source;2012-08-10;2012-08-10;1;14:00;Benghazi;;;32,107663;20,099349;5: city-level precision only;0;1;0;0;1;1;1;1 male;0;0;0;0;0
